frame,seconds,card_rows,paper_pixels,card_area,paper_fraction,suspect
142,4.1707,1201,1106,1066488,0.0010370487056581977,False
143,4.187244,1201,1089,1066488,0.0010211085356797264,False
144,4.204011,1201,1082,1066488,0.0010145449362768263,False
145,4.220822,1201,1048,1066488,0.0009826645963198835,False
146,4.237611,1200,812,1065600,0.000762012012012012,False
147,4.254267,1201,742,1066488,0.0006957415367073985,False
148,4.270944,1201,714,1066488,0.0006694871390957985,False
149,4.2878,1201,735,1066488,0.0006891779373044985,False
150,4.304611,1200,755,1065600,0.000708521021021021,False
151,4.320811,1198,672,1063824,0.0006316834363578938,False
152,4.337289,1199,667,1064712,0.00062646048884581,False
153,4.354144,1200,730,1065600,0.00068506006006006,False
154,4.372067,1199,760,1064712,0.0007138080532575945,False
155,4.387133,1200,788,1065600,0.0007394894894894895,False
156,4.403822,1199,816,1064712,0.0007664044361292068,False
157,4.420522,1199,829,1064712,0.0007786143107244024,False
158,4.4378,1200,827,1065600,0.0007760885885885885,False
159,4.4546,1199,924,1064712,0.0008678403173816018,False
160,4.471322,1200,862,1065600,0.000808933933933934,False
161,4.488233,1198,856,1063824,0.0008046443772654124,False
162,4.504344,1200,855,1065600,0.0008023648648648649,False
163,4.521056,1200,859,1065600,0.0008061186186186187,False
164,4.537222,1200,870,1065600,0.0008164414414414415,False
165,4.553856,1201,892,1066488,0.0008363900953409696,False
166,4.570367,1192,873,1058496,0.0008247551242517685,False
167,4.587078,1181,872,1048728,0.0008314834733124318,False
168,4.603856,1173,908,1041624,0.0008717157054752962,False
169,4.6204,1173,911,1041624,0.0008745958234449283,False
170,4.637533,1173,912,1041624,0.000875555862768139,False
171,4.654033,1173,853,1041624,0.0008189135426987089,False
172,4.754033,1173,852,1041624,0.0008179535033754982,False
173,4.771556,1173,857,1041624,0.0008227536999915517,False
174,4.871556,1173,841,1041624,0.0008073930708201808,False
175,4.946411,1162,835,1031856,0.0008092214417515622,False
176,4.963333,1161,811,1030968,0.0007866393525308254,False
177,4.9793,1161,781,1030968,0.0007575404862226568,False
178,4.992133,1150,751,1021200,0.0007354093223658441,False
179,5.006911,1139,735,1011432,0.0007266924518899936,False
180,5.020478,1129,747,1002552,0.0007450985086060374,False
181,5.037122,1119,744,993672,0.0007487380141535637,False
182,5.054567,1119,709,993672,0.0007135151237027912,False
183,5.070656,1108,733,983904,0.0007449913812729698,False
184,5.087544,1097,748,974136,0.0007678599292090632,False
185,5.103922,1084,750,962592,0.0007791463049765633,False
186,5.120667,1075,770,954600,0.0008066205740624345,False
187,5.137022,1064,798,944832,0.0008445945945945946,False
188,5.153822,1054,756,935952,0.0008077337299348684,False
189,5.170989,1041,747,924408,0.0008080847418023211,False
190,5.187333,1038,734,921744,0.0007963165477616345,False
191,5.204144,1045,736,927960,0.0007931376352428984,False
192,5.220556,1056,734,937728,0.0007827429702429703,False
193,5.237389,1066,731,946608,0.0007722309551577844,False
194,5.254156,1077,767,956376,0.000801985829840983,False
195,5.270333,1089,740,967032,0.0007652280379553107,False
196,5.287267,1095,739,972360,0.0007600065819243901,False
197,5.304033,1095,718,972360,0.0007384096425192316,False
198,5.321011,1095,809,972360,0.0008319963799415855,False
199,5.337411,1095,823,972360,0.0008463943395450245,False
200,5.357389,1096,827,973248,0.0008497320313013743,False
201,5.3705,1096,793,973248,0.0008147974616952719,False
202,5.388278,1096,767,973248,0.0007880827908200171,False
203,5.405833,1096,834,973248,0.0008569244426908661,False
204,5.421889,1096,889,973248,0.0009134362464654435,False
205,5.439033,1096,874,973248,0.0008980239363451043,False
206,5.454889,1096,846,973248,0.0008692542907871375,False
207,5.473189,1097,822,974136,0.0008438246815639705,False
208,5.4882,1097,812,974136,0.000833559174488983,False
209,5.505689,1097,834,974136,0.0008561432900539555,False
210,5.521467,1096,832,973248,0.0008548694680081541,False
211,5.537722,1096,867,973248,0.0008908315249556125,False
212,5.555122,1103,863,979464,0.0008810941494531703,False
213,5.571022,1112,848,987456,0.0008587724415062545,False
214,5.587656,1124,847,998112,0.0008486021608797409,False
215,5.605444,1139,844,1011432,0.0008344604481566729,False
216,5.621533,1150,854,1021200,0.0008362710536623581,False
217,5.638689,1162,856,1031856,0.0008295731187297452,False
218,5.654867,1173,853,1041624,0.0008189135426987089,False
219,5.671933,1184,850,1051392,0.0008084520331141953,False
220,5.689156,1195,854,1061160,0.0008047796750725621,False
221,5.704656,1205,842,1070040,0.0007868864715337745,False
222,5.722111,1217,888,1080696,0.0008216926869350862,False
223,5.738256,1228,842,1090464,0.0007721483698682396,False
224,5.754756,1239,830,1100232,0.0007543863476066866,False
225,5.771711,1250,815,1110000,0.0007342342342342343,False
226,5.788967,1261,812,1119768,0.0007251502096862921,False
227,5.8051,1272,809,1129536,0.0007162232987704685,False
228,5.821778,1274,804,1131312,0.0007106792821078535,False
229,5.838067,1273,842,1130424,0.0007448532586003128,False
230,5.854811,1273,860,1130424,0.0007607764874064953,False
231,5.871433,1273,845,1130424,0.0007475071300680099,False
