frame,seconds,phase,missing_marker_fraction,missing_card_fraction,failing
429,9.454689,266,0.0,0.0,False
430,9.471167,256,0.0,0.0,False
431,9.487767,244,0.0,0.0,False
432,9.504556,232,0.0,0.0,False
433,9.521222,220,0.0,0.0,False
434,9.538011,210,0.0,0.0,False
435,9.555011,198,0.0,0.0,False
436,9.571144,188,0.0,0.0,False
437,9.588156,176,0.0,0.0,False
438,9.604622,166,0.0,0.0,False
439,9.6222,154,0.0,0.0,False
440,9.638067,144,0.0,0.0,False
441,9.654478,132,0.0,0.0,False
442,9.6714,122,0.0,0.0,False
443,9.688389,110,0.0,0.0,False
444,9.704767,100,0.0,0.0,False
445,9.721367,88,0.0,0.0,False
446,9.737944,78,0.0,0.0,False
447,9.754633,66,0.0,0.0,False
448,9.771589,56,0.0,0.0,False
449,9.788289,44,0.0,0.0,False
450,9.804789,32,0.0,0.0,False
451,9.821811,20,0.0,0.0,False
452,9.838044,10,0.0,0.0,False
453,9.854656,0,0.0,0.0,False
454,9.871356,294,0.0,0.0,False
455,9.888189,282,0.0,0.0,False
456,9.904767,272,0.0,0.0,False
457,9.921511,262,0.0,0.0,False
458,9.938222,250,0.0,0.0,False
459,9.954689,238,0.0,0.0,False
460,9.971478,226,0.0,0.0,False
461,9.987956,216,0.0,0.0,False
462,10.004922,204,0.0,0.0,False
463,10.021378,194,0.0,0.0,False
464,10.038178,182,0.0,0.0,False
465,10.0552,172,0.0,0.0,False
466,10.071433,162,0.0,0.0,False
467,10.088078,150,0.0,0.0,False
468,10.105033,140,0.0,0.0,False
469,10.121644,128,0.0,0.0,False
470,10.138211,116,0.0,0.0,False
471,10.154778,116,0.0,0.0,False
472,10.171811,94,0.0,0.0,False
473,10.188167,82,0.0,0.0,False
474,10.205133,72,0.0,0.0,False
475,10.221622,60,0.0,0.0,False
476,10.2383,50,0.0,0.0,False
477,10.255756,38,0.0,0.0,False
478,10.272044,26,0.0,0.0,False
479,10.2886,16,0.0,0.0,False
480,10.305967,4,0.0,0.0,False
481,10.322344,0,0.0,0.0,False
482,10.338978,288,0.0,0.0,False
483,10.355644,276,0.0,0.0,False
484,10.372511,266,0.0,0.0,False
485,10.389367,256,0.0,0.0,False
486,10.4057,244,0.0,0.0,False
487,10.4225,232,0.0,0.0,False
488,10.439022,222,0.0,0.0,False
489,10.456311,212,0.0,0.0,False
490,10.4732,202,0.0,0.0,False
491,10.489022,190,0.0,0.0,False
492,10.506667,178,0.0,0.0,False
493,10.522933,168,0.0,0.0,False
494,10.540044,158,0.0,0.0,False
495,10.556767,144,0.0,0.0,False
496,10.572667,134,0.0,0.0,False
497,10.589878,122,0.0,0.0,False
498,10.606011,112,0.0,0.0,False
499,10.623222,100,0.0,0.0,False
500,10.639456,88,0.0,0.0,False
501,10.658289,78,0.0,0.0,False
502,10.673756,66,0.0,0.0,False
503,10.688978,54,0.0,0.0,False
504,10.706,44,0.0,0.0,False
505,10.722556,32,0.0,0.0,False
506,10.739411,22,0.0,0.0,False
507,10.755767,10,0.0,0.0,False
508,10.772689,0,0.0,0.0,False
509,10.789733,294,0.0,0.0,False
510,10.8075,284,0.0,0.0,False
511,10.822922,272,0.0,0.0,False
512,10.839389,260,0.0,0.0,False
513,10.855867,250,0.0,0.0,False
514,10.872522,240,0.0,0.0,False
515,10.889133,228,0.0,0.0,False
516,10.906511,218,0.0,0.0,False
517,10.923578,206,0.0,0.0,False
518,10.939567,198,0.0,0.0,False
519,10.956078,184,0.0,0.0,False
520,10.973289,172,0.0,0.0,False
521,10.99,160,0.0,0.0,False
522,11.006267,150,0.0,0.0,False
523,11.022622,140,0.0,0.0,False
524,11.039111,128,0.0,0.0,False
525,11.055589,118,0.0,0.0,False
526,11.072233,106,0.0,0.0,False
527,11.089256,94,0.0,0.0,False
528,11.106422,84,0.0,0.0,False
529,11.122267,72,0.0,0.0,False
530,11.139478,60,0.0,0.0,False
531,11.155378,50,0.0,0.0,False
532,11.1726,38,0.0,0.0,False
533,11.1893,28,0.0,0.0,False
534,11.206789,16,0.0,0.0,False
535,11.223167,6,0.0,0.0,False
536,11.239233,0,0.0,0.0,False
